DTXSID,name,httk_Fgutabs,httk_Clint,httk_Aven,httk_Rblood2plasma,httk_Fup,httk_days_evaluated,httk_MW,httk_frac_excreted,httk_daily_expo,httk_mg_p_kg_p_day_excreted,httk_result_category
DTXSID3020209,Butylparaben,0.8513,63.57,0.010428575,0.9419,0.02103,5,194.2,0.00835059999999999,2.47e-5,2.0625981999999998e-7,1
DTXSID3020257,"1,​2-​Benzenediol",0.8534,44.87,4.726345e-8,0.573,0.02676,5,110.1,0.01179642857142856,1.53e-5,1.8048535714285705e-7,1
DTXSID3020336,Clofibrate,0.8698,1279,0.029885043,0.5603,1e-4,5,242.7,4.292322857142857e-4,2.97e-6,1.2748198885714286e-9,1
DTXSID3020384,Dexamethasone,0.927,1.966,0.005794078,0.93,0.2868,5,392.5,0.22092142857142855,3.07e-7,6.782287857142859e-8,2
DTXSID3020465,Diethylstilbestrol,0.8665,325.6,0.06923043,1.117,0.001037,5,268.4,0.00140219828571428,1.2e-6,1.682637942857143e-9,1
DTXSID3020621,"(R,R)-Fenvalerate",0.8718,36.1,0.07095258,0.7393,1.276e-4,5,419.9,3.48517e-4,1.2e-6,4.1822040000000005e-10,1
DTXSID3020625,Finasteride,0.704,5.87,0.015905012,0.56,0.05981,5,372.6,0.06674862857142858,1.01e-6,6.741611485714287e-8,1
DTXSID3020627,Fluconazole,0.9025,1.928,1.2353556e-4,1.06,0.6995,5,306.3,0.21353485714285717,1.24e-6,2.647832228571429e-7,2
DTXSID3020910,Busulfan,0.7802,1.453,2.732478e-5,0.9375,0.9978,5,246.3,0.22237371428571423,1.13e-5,2.512822971428571e-6,2
DTXSID3020912,Nalidixic acid,0.8585,1.158,9.770331e-4,0.9861,0.7489,5,232.2,0.2909134285714285,1.2e-6,3.490961142857142e-7,2
DTXSID3020916,"1,5-Naphthalenediamine",0.9728,0,0.05457301999999999,0.8603,0.6115,5,158.2,0.9718,2.35e-6,2.28373e-6,6
DTXSID3020964,Nitrobenzene,0.8285,9.064,3.5480117e-4,0.8302,0.3207,5,123.1,0.0522295714285714,3.9e-7,2.0369532857142847e-8,1
DTXSID3021069,Norethynodrel,0.8403,27.17,8.633712e-4,0.6701,0.07684,5,298.4,0.01888445714285714,1.2e-6,2.2661348571428572e-8,1
DTXSID3021196,"2,4-Bis(isopropylamino)-6-chloro-1,3,5-triazine",0.9691,19.05,0.014634448,0.61240000000000006,0.029760000000000002,5,229.7,0.03097668571428572,1.84e-6,5.6997101714285745e-8,1
DTXSID3021198,Propranolol hydrochloride,0.8719,0,0.07313396999999999,1.009,0.4278,5,295.8,0.8045760000000003,1.2e-6,9.654912000000004e-7,6
DTXSID3021221,Quinapril hydrochloride,0.8132,23.2,1.3777199999999999e-9,0.6388,0.1729,5,475,0.02103571428571428,1.2e-6,2.5242857142857143e-8,1
DTXSID3021277,"2E,4E-Hexadienoic acid",0.8719,0,0.05365453999999999,0.727,0.4279,5,112.1,0.8727785714285714,2.97e-6,2.592152357142857e-6,6
DTXSID3021358,Tolazamide,0.9706,0,0.30099355,0.6006,0.06495,5,311.4,0.9199645714285716,1.2e-6,1.103957485714286e-6,6
DTXSID3021641,Nonanoic acid,0.8215,23.13,4.649805e-8,0.6886,0.1472,5,158.2,0.0214474,2.13e-6,4.5682962e-8,1
DTXSID3021936,Hexanedinitrile,0.8719,0,0.03585516299999999,0.8169,0.6625,5,108.1,0.8725214285714284,4.3e-7,3.7518421428571426e-7,6
DTXSID3021986,Tributyl phosphate,0.8677,26.78,0.05273605999999999,0.6642,0.00983,5,266.3,0.0173095,1.78e-5,3.0810910000000004e-7,1
DTXSID3022162,Bromoxynil,0.8132,8.401,6.211221e-4,2.606,0.4776,5,276.9,0.05605247142857143,2.87e-7,1.60870593e-8,1
DTXSID3022370,Progesterone,0.9682,67.98,0.01616907499999999,0.7192,0.01027,5,314.5,0.00885991428571428,1.2e-6,1.0631897142857145e-8,1
DTXSID3022409,"4,4'-Sulfonyldiphenol",0.9727,0,0.4121679,0.5824,0.05748,5,250.3,0.921104,1.4e-6,1.2895456e-6,6
DTXSID3022455,Dimethyl phthalate,0.8719,0,0.06632191,0.9041,0.553,5,194.2,0.8628028571428571,2.77e-6,2.389963914285714e-6,6
DTXSID3022536,4-Cumylphenol,0.8623,48.95,0.02057012499999999,0.6341,0.01253,5,212.3,0.01091828571428571,1.42e-4,1.5503965714285722e-6,1
DTXSID3022588,Aminopterin,0.8719,0,0.004638324,0.8046,0.7498,5,440.4,0.871992,1.2e-6,1.0463904e-6,6
DTXSID3022667,Betamethasone,0.8719,0,0.05212374,0.7512,0.3185,5,392.5,0.8472392857142855,2.68e-7,2.2706012857142853e-7,6
DTXSID3022821,Cinnarizine,0.8509,638.2,0.005269779,0.7099,0.002148,5,368.5,8.396535714285718e-4,1.2e-6,1.007584285714286e-9,1
DTXSID3022825,Cisapride,0.8691,9.207,0.036256998,0.6219,0.01936,5,466,0.05472171428571427,1.2e-6,6.566605714285713e-8,1
DTXSID3022829,Clarithromycin,0.69,2.751,0.01538071299999999,0.64,0.07277,5,748,0.10664342857142851,1.2e-6,1.2797211428571424e-7,2
DTXSID3022873,Cyproterone,0.8488,27.98,0.0019069941,0.6781,0.05397,5,374.9,0.01863788571428572,1.2e-6,2.2365462857142868e-8,1
DTXSID3022877,Cytarabine,0.6351,23.84,0,0.8959,0.87,5,243.2,0.01514788571428571,1.2e-6,1.817746285714285e-8,1
DTXSID3023057,Floxuridine,0.8719,0,0.005265952,0.7833,0.7918,5,246.2,0.8726031428571428,1.2e-6,1.0471237714285714e-6,6
DTXSID3023211,Levomethadyl acetate,0.8406,61.98,0.0033134166,0.8339,0.03336,5,353.5,0.0084537,1.2e-6,1.014444e-8,1
DTXSID3023261,Meprobamate,0.8719,0,0.00883654299999999,0.9005,0.9884,5,218.3,0.8732,1.2e-6,1.04784e-6,6
DTXSID3023344,Nafronyl,0.8583,40.25,0.00925368599999999,0.7033,0.02184,5,383.5,0.01314857142857143,1.2e-6,1.5778285714285714e-8,1
DTXSID3023396,Orphenadrine,0.8697,1.361,0.09024066,1.007,0.09823,5,269.4,0.17818885714285715,1.2e-6,2.1382662857142857e-7,2
DTXSID3023398,Oxamniquine,0.8346,7.111,6.766136e-4,0.8388,0.3487,5,279.3,0.06591480000000005,1.2e-6,7.909776000000005e-8,1
DTXSID3023427,Pemoline,0.8719,0,0.03934156,0.7153,0.4117,5,176.2,0.8709314285714285,1.2e-6,1.0451177142857142e-6,6
DTXSID3023471,Physostigmine,0.013,1.775,4.24797e-5,0.9191,0.5667,5,275.4,0.00328119428571428,1.2e-6,3.9374331428571414e-9,2
DTXSID3023556,Retinol,0.8694,534.4,0.07141182,0.6804,2.82e-4,5,286.5,6.323464285714283e-4,1.47e-7,9.295492499999995e-11,1
DTXSID3023639,Terazosin,0.855,6.647,8.013738e-4,0.84,0.07957,5,387.4,0.07360600000000002,2.88e-7,2.1198528000000005e-8,1
DTXSID3023712,Trimethoprim,0.8051,6.596,1.2280843e-4,1.03,0.492,5,290.3,0.06780578571428575,1.2e-6,8.13669428571429e-8,1
DTXSID3023897,Triadimefon,0.847,17.09,6.253318e-4,0.8395,0.09552,5,293.8,0.02992562857142858,3.6e-7,1.0773226285714289e-8,1
DTXSID3024102,Fenamiphos,0.83,70.67,3.122832e-7,0.5947,0.03976,5,303.4,0.00731194,6.97e-7,5.096422180000001e-9,1
DTXSID3024104,Fluoranthene,0.8707,77.09,0.29069891999999997,2.171,8.882e-4,5,202.3,0.00165886,1.45e-6,2.405347e-9,1
DTXSID3024152,Imazaquin,0.9351,2.568,7.259819e-4,0.6265,0.1513,5,311.3,0.18144342857142864,2.09e-7,3.7921676571428586e-8,2
DTXSID3024154,"3-(3,5-Dichlorophenyl)-N-(1-methylethyl)-2,4-dioxo-1-imidazolidinecarboxamide",0.9708,12.69,0.00246458799999999,0.5771,0.02496,5,330.2,0.04585062857142856,1.88e-7,8.619918171428569e-9,1
DTXSID3024235,Flusilazole,0.9717,12.51,0.07860658,0.7311,0.0141,5,315.4,0.03856891428571429,2.57e-7,9.912210971428572e-9,1
DTXSID3024239,Oxadiazon,0.8719,0,0.13383019,0.6436,0.001361,5,345.2,0.00658838857142857,1.62e-7,1.0673189485714288e-9,3
DTXSID3024287,Imazethapyr,0.697,105.9,0.07619557,113.2,1.438e-4,5,289.3,1.9023541428571428e-6,3.31e-7,6.296792212857142e-13,1
DTXSID3024289,Pyrene,0.8708,37.98,0.06727866,0.7535,0.00168,5,202.3,0.00210680999999999,7.14e-7,1.5042623399999996e-9,1
DTXSID3024316,Tebuthiuron,0.9597,5.821,4.408704e-4,0.7946,0.3557,5,228.3,0.09099385714285715,3.91e-7,3.557859814285715e-8,1
DTXSID3024368,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,0.9727,0,0.011423595,0.9154,1,5,178.2,0.9750085714285712,5.01e-7,4.884792942857143e-7,6
DTXSID3024657,3-Bromo-1-propanol,0.6874,23.12,9.29961e-9,0.8887,0.6457,5,139,0.017236,2.42e-5,4.171112e-7,1
DTXSID3024869,Cumene hydroperoxide,0.7732,24.14,6.58244e-6,0.7704,0.2939,5,152.2,0.01909022857142857,2.92e-6,5.5743467428571426e-8,1
DTXSID3025045,Diethylene glycol diacrylate,0.7223,23.12,6.04666e-9,0.8143,0.4983,5,214.2,0.0182682,1.91e-5,3.489226200000001e-7,1
DTXSID3025047,Diethylene glycol diethyl ether,0.8719,0,0.04374261,0.7848,0.5162,5,162.2,0.8712457142857142,5.17e-5,4.504340342857143e-5,6
DTXSID3025049,Diethylene glycol monomethyl ether,0.8719,0,0.022192773,0.8483,0.7831,5,120.1,0.8715828571428571,4e-6,3.4863314285714284e-6,6
DTXSID3025091,C.I. Disperse Black 6,0.9371,19.95,8.090278e-6,0.7664,0.2899,5,244.3,0.0278502,1.52e-6,4.2332304e-8,1
DTXSID3025122,Dimethyl glutarate,0.5447,48.84,0,0.8732,0.6844,5,160.2,0.00652242857142857,0.0019,1.2392614285714283e-5,1
DTXSID3025178,"1,3-Diphenylguanidine",0.972,0,0.10551039,1.705,0.782,5,211.3,0.8678392857142857,2.49e-6,2.1609198214285713e-6,6
DTXSID3025881,"1,2-Phenylenediamine",0.8719,0,0.04730172,0.8194,0.622,5,108.1,0.8725214285714284,1.82e-7,1.5879889999999997e-7,6
DTXSID3026223,Triethylene glycol diacetate,0.1971,216.6,0,0.9468,0.8792,5,234.2,5.302957142857145e-4,3.51e-5,1.861337957142858e-8,1
DTXSID3026564,Triethylene glycol bis(2-ethylhexanoate),0.8695,1066,0.04994234999999999,0.7111,1.353e-4,5,402.6,2.806697142857144e-4,6.48e-5,1.8187397485714292e-8,1
DTXSID3026697,Bis(2-ethylhexyl) nonanedioate,0.8715,148.5,0.05032504999999999,1.029,1.364e-4,5,412.7,1.8807328571428575e-4,0.0881,1.6569256471428574e-5,1
DTXSID3026726,Citronellol,0.861,44.75,0.03130486,0.6962,0.01567,5,156.3,0.01178948571428571,3.36e-4,3.961267200000001e-6,1
DTXSID3029289,"7a-Ethyldihydro-1H,3H,5H-oxazolo(3,4-c)oxazole",0.8719,0,0.03688845299999999,0.8611,0.7064,5,143.2,0.8714742857142856,7.35e-6,6.405336e-6,6
DTXSID3029869,Bezafibrate,0.8683,6.838,0.01138915199999999,0.5938,0.03256,5,361.8,0.0730836,1.2e-6,8.770032e-8,1
DTXSID3032337,Butralin,0.8676,207.8,0.04588573,0.6641,0.001331,5,295.3,0.00224006142857142,4.32e-6,9.677065371428572e-9,1
DTXSID3032464,Profenofos,0.85,653.4,0.00378566839999999,0.6581,0.002186,5,373.6,8.208525714285717e-4,3.21e-7,2.634936754285715e-10,1
DTXSID3032547,Etridiazole,0.8179,192.6,2.020656e-4,0.6233,0.01902,5,247.5,0.00266592857142857,2.15e-6,5.731746428571429e-9,1
DTXSID3032549,Fenhexamid,0.8458,50.2,0.0018086402,0.646,0.03411,5,302.2,0.01045611999999999,5.76e-7,6.022725119999996e-9,1
DTXSID3032628,Methoxyfenozide,0.9694,29.16,0.018537988,0.672,0.01891,5,368.5,0.02010957142857142,2.43e-7,4.886625857142857e-9,1
DTXSID3034165,"5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin",0.9729,0,0.10738562,0.6605,0.167,5,317.2,0.9651942857142858,3.07e-7,2.9631464571428573e-7,6
DTXSID3034402,Butachlor,0.8542,371.7,0.006383436,0.6531,0.003075,5,311.8,0.00144764285714285,3.18e-7,4.6035042857142855e-10,1
DTXSID3034456,Cinmethylin,0.8663,120.6,0.03960945,0.6751,0.002926,5,274.4,0.00405719999999999,6.27e-6,2.5438643999999996e-8,1
DTXSID3034612,Fluazifop-butyl,0.8098,1479,3.2648137e-4,0.6473,0.002883,5,383.4,3.4560771428571423e-4,2.54e-7,8.778435942857142e-11,1
DTXSID3034618,Flufenpyr-ethyl,0.529,548,6.249491e-6,0.7573,0.06579,5,408.7,6.042921428571427e-4,8.9e-8,5.3782000714285696e-11,1
DTXSID3034664,Imazamox,0.5656,0,0.020237176,0.7655,0.4473,5,305.3,0.5652411428571429,3.3e-7,1.8652957714285718e-7,5
DTXSID3035341,"1,3-Dibromo-5,5-dimethylhydantoin",0.8719,0,0.05579766,0.7743,0.3761,5,285.9,0.8646432857142857,0.00159,0.00137478282428571,6
DTXSID3036496,Levonorgestrel,0.9699,13.23,0.023555185,0.6169,0.02879,5,312.5,0.04388392857142856,1.2e-6,5.266071428571428e-8,1
DTXSID3037044,Amoxicillin,0.8184,3.173,3.999215e-5,1.04,0.8217,5,365.4,0.1284642,1.2e-6,1.5415703999999998e-7,2
DTXSID3037094,4-Hydroxytamoxifen,0.848,386.4,0.0035617889,0.7066,0.004058,5,387.5,0.00138448214285714,1.2e-6,1.661378571428571e-9,1
DTXSID3037250,Nimesulide,0.9714,7.56,0.03742040599999999,0.5945,0.02906,5,308.3,0.0744324285714286,1.2e-6,8.931891428571431e-8,1
DTXSID3037545,Ethiofencarb,0.799,22.83,0,0.6574,0.222,5,225.3,0.02088852857142857,6.46e-7,1.3493989457142862e-8,1
DTXSID3040279,Leptophos,0.8697,1023,0.04577092,0.8021,1.339e-4,5,412.1,2.258896714285715e-4,8.79e-8,1.9855702118571433e-11,1
DTXSID3040722,4-Cyclohexylcyclohexanol,0.8657,62.63,0.05281259999999999,0.68,0.006346,5,182.3,0.00796911428571428,2.27e-5,1.808988942857143e-7,1
DTXSID3040980,Bortezomib,0.8519,8.61,6.846503e-4,0.6805,0.1509,5,384.2,0.05719091428571429,1.2e-6,6.862909714285714e-8,1
DTXSID3041376,"2,6-Dimethyl-4-tridecylmorpholine",0.8703,41.92,0.11526924,0.588,0.002318,5,297.5,0.011118,1.53e-5,1.7010540000000005e-7,1
DTXSID3044124,4-(3-Cyclopentyloxy-4-methoxyphenyl)-2-pyrrolidone,0.8602,7.041,0.00610789199999999,0.7015,0.1067,5,275.3,0.07000485714285713,1.2e-6,8.400582857142857e-8,1
DTXSID3044758,Fluvastatin sodium,0.8681,106.9,0.035315556,0.671,0.002242,5,433.5,0.00408728571428571,1.34e-5,5.476962857142858e-8,1
DTXSID3045196,Ranolazine,0.8609,8.206,0.010914604,0.7545,0.0858,5,427.5,0.06046071428571427,1.2e-6,7.255285714285712e-8,1
DTXSID3045271,Dibucaine,0.8408,20.52,0.005445821,1.218,0.1,5,343.5,0.02487921428571428,1.2e-6,2.985505714285714e-8,1
DTXSID3045356,Oxybutynin hydrochloride,0.8515,26.69,7.818561e-4,0.669,0.04963,5,394,0.01958742857142856,1.43e-6,2.801002285714284e-8,1
DTXSID3045645,Podofilox,0.824,24.4,1.0547212e-5,0.6622,0.1325,5,414.4,0.02048319999999999,1.2e-6,2.457983999999999e-8,1
DTXSID3046083,Aripiprazole,0.8693,351.6,0.04450801,0.6789,4.536e-4,5,448.4,0.00100185371428571,1.2e-6,1.2022244571428572e-9,1
DTXSID3046451,Capecitabine,0.8719,0,0.004450801,0.7468,0.6669,5,359.4,0.8718017142857146,2.1e-6,1.8307836000000008e-6,6
DTXSID3046457,Etoricoxib,0.8467,27.13,9.357015e-4,0.6466,0.06079,5,358.8,0.01911891428571428,1.93e-7,3.689950457142857e-9,1
DTXSID3047265,CP-471358,0.8654,7.243,0.006953659,0.6272,0.05713,5,466.5,0.06890871428571431,2.38e-7,1.6400274000000006e-8,1
DTXSID3047429,Dexamethasone sodium phosphate,0.857,10.14,7.99843e-7,0.5954,0.09538,5,516.4,0.04957439999999998,6.72e-7,3.3313996799999995e-8,1
DTXSID3048493,Pefloxacin,0.9785,6.536,1.1480999999999999e-10,0.7724,0.7472,5,333.4,0.08011125714285718,1.2e-6,9.61335085714286e-8,1
DTXSID3048730,Beclazone,0.8275,23.32,2.0436180000000003e-7,0.6378,0.1277,5,521,0.02143542857142857,1.2e-6,2.5722514285714294e-8,1
DTXSID3057723,Rivaroxaban,0.8505,24.93,1.2816622999999998e-4,0.6095,0.05594,5,435.9,0.02079865714285714,1.2e-6,2.4958388571428572e-8,1
DTXSID3058749,Flupenthixol,0.8695,44.73,0.04883252,0.6636,0.003354,5,434.5,0.00811894285714285,1.2e-6,9.742731428571428e-9,1
DTXSID40171081,Bromazepam,0.8484,6.946,2.3819248e-4,0.8325,0.3813,5,316.2,0.06825402857142852,1.2e-6,8.190483428571424e-8,1
DTXSID40174158,Morphine 6-glucuronide,0.8719,0,0.018821186,0.914,0.6665,5,461.5,0.8709164285714287,1.2e-6,1.0450997142857144e-6,6
DTXSID4020088,Chloralose,0.8719,0,0.033631676,0.8076,0.4872,5,309.5,0.8705792857142856,1.89e-6,1.6453948499999997e-6,6
DTXSID4020113,Atropine,0.5782,0.5496,0.02393023099999999,1.42,0.6073,5,289.4,0.2964282857142857,1.2e-6,3.557139428571428e-7,5
DTXSID4020119,Azathioprine,0.5852,0,0.014458406,0.6449,0.32,5,277.3,0.5851030000000003,1.2e-6,7.021236000000003e-7,5
DTXSID4020240,Caprolactam,0.9727,0,0.036015897,0.8655,0.7572,5,113.2,0.97352,9.81e-6,9.5502312e-6,6
DTXSID4020242,Captafol,0.8719,0,0.12678851,0.6592,0.01386,5,349,0.063169,7.24e-7,4.5734356e-8,3
DTXSID4020290,"[4-Chloro-6-(2,3-xylidino)-2-pyrimidinylthio]acetic acid",0.9632,7.856,0.19307215,0.5637,0.005454,5,323.8,0.07123600000000004,1.2e-6,8.548320000000005e-8,1
DTXSID4020329,Cimetidine,0.6868,5.723,6.521208e-6,0.97,0.7713,5,252.3,0.06430045714285715,1.2e-6,7.716054857142858e-8,1
DTXSID4020371,Dapsone,0.95,0,0.11526924,1.04,0.2892,5,248.3,0.9456682857142856,4.83e-7,4.56757782e-7,6
DTXSID4020373,"p,p'-DDD",0.8719,0,0.09854525,0.7232,1.364e-4,5,320,4.018285714285713e-4,2.99e-10,1.2014674285714285e-13,3
DTXSID4020375,DDT,0.8709,589.1,0.05139660999999999,1.278,1e-4,5,354.5,9.814585714285716e-5,6.8e-11,6.6739182857142864e-15,1
DTXSID4020402,"2,4-Diaminotoluene",0.8719,0,0.06023698,0.7581,0.4718,5,122.2,0.8711114285714286,3.47e-6,3.022756657142857e-6,6
DTXSID4020406,Diazepam,1,3.225,0.30616,0.78,0.01089,5,284.7,0.0882976714285714,1.2e-6,1.059572057142857e-7,2
DTXSID4020450,Dicofol,0.8715,211.7,0.26612958,0.5696,1e-4,5,370.5,0.00123852857142857,5.13e-8,6.353651571428574e-11,1
DTXSID4020458,Chlorpyrifos,0.8715,18.03,0.11163359,0.7333,0.001263,5,350.6,0.00462291142857143,4.36e-7,2.0155893828571432e-9,1
DTXSID4020537,Diphenhydramine hydrochloride,0.8719,0,0.1121311,1.621,0.2574,5,291.8,0.37100285714285713,4.66e-7,1.7288733142857142e-7,6
DTXSID4020791,Malathion,0.147,430.4,6.65898e-9,0.67490000000000006,0.1167,5,330.4,2.1192799999999995e-4,2.39e-7,5.0650791999999986e-11,1
DTXSID4020820,Methimazole,0.8719,0,0.04297720999999999,0.7739,0.553,5,114.2,0.8728142857142858,2.59e-6,2.2605890000000003e-6,6
DTXSID4020822,Methotrexate,0.714,0,0.01111743499999999,0.71,0.432,5,454.4,0.7140571428571428,1.2e-6,8.568685714285714e-7,5
DTXSID4021135,C.I. Solvent Yellow 14,0.8719,0,0.19869784,0.6295,0.001258,5,248.3,0.00664379857142857,1.11e-6,7.374616414285715e-9,3
DTXSID4021137,"1,3-Benzenediamine",0.8719,0,0.03849962,0.8107,0.6426,5,108.1,0.8709771428571428,2.66e-7,2.3167992e-7,6
DTXSID4021185,Prednisone,0.893,0,0.04167602999999999,0.83,0.4391,5,358.4,0.8857599999999999,1.2e-6,1.0629119999999995e-6,6
DTXSID4021189,Procarbazine,0.8066,6.538,6.230356e-6,0.9167,0.6882,5,221.3,0.06702228571428567,2.76e-7,1.8498150857142844e-8,1
DTXSID4021218,Quercetin,0.9532,80.63,1.4925299999999996e-9,0.5685,0.01756,5,302.2,0.00738663142857142,1.2e-6,8.863957714285711e-9,1
DTXSID4021268,Simazine,0.9628,7.236,0.0025311778,0.9105,0.2165,5,201.7,0.07578157142857145,3.16e-7,2.3946976571428578e-8,1
DTXSID4021347,Thiouracil,0.8719,0,0.04569438,0.7515,0.4911,5,128.2,0.8735914285714285,4.33e-7,3.782650885714285e-7,6
DTXSID4021393,Triethylene glycol,0.8719,0,0.02407183,0.8008,0.6599,5,150.2,0.873305714285714,0.00179,0.00156321722857142,6
DTXSID4021478,Lynestrenol,0.867,67.41,0.04240316,0.661,0.004607,5,284.4,0.00721157142857142,1.34e-6,9.663505714285711e-9,1
DTXSID4021715,Menadione,0.8365,24.88,1.2123936e-4,0.6424,0.09442,5,172.2,0.0204672,1.06e-5,2.1695232000000002e-7,1
DTXSID4021717,4-Chloro-3-methylphenol,0.8719,0,0.35403576999999997,0.6552,0.04397,5,142.6,0.23529000000000008,2.1e-5,4.941090000000002e-6,3
DTXSID4021848,N-Ethyl-3-methylaniline,0.8454,15.39,0.0016720163,0.6755,0.1131,5,135.2,0.03285359999999997,4.89e-6,1.606541039999999e-7,1
DTXSID4021894,Cyclohexanol,0.7076,23.28,6.016044e-8,0.8609,0.555,5,100.2,0.01772108571428571,3.75e-5,6.645407142857142e-7,1
DTXSID4021975,Diphenylamine,0.8661,104,0.02698417699999999,0.6436,0.003557,5,169.2,0.00521377714285714,1.65e-5,8.602732285714285e-8,1
DTXSID4022020,Bromacil,0.9729,0,0.28044256,0.6247,0.07888,5,261.1,0.7072080000000001,4.8e-7,3.3945984e-7,6
DTXSID4022361,Vinclozolin,0.8371,25.15,0.00231801389999999,0.763,0.09195,5,286.1,0.02027222857142856,1.29e-6,2.615117485714284e-8,1
DTXSID4022367,Estrone,0.9728,0,0.33367612999999996,1.488,0.02363,5,270.4,0.09718948571428568,1.24e-6,1.2051496228571426e-7,3
DTXSID4022442,Bisphenol B,0.8608,61.83,0.01233442099999999,0.621,0.01157,5,242.3,0.00867780142857142,6.67e-6,5.7880935528571425e-8,1
DTXSID4022448,Metolachlor,0.825,48.98,8.522729e-4,0.7088,0.06457,5,283.8,0.01041951428571428,2.07e-7,2.156839457142857e-9,1
DTXSID4022527,Propylparaben,0.834,50.07,9.10826e-4,0.6517,0.05039,5,180.2,0.01032288571428571,6.28e-4,6.482772228571431e-6,1
DTXSID4022529,Methylparaben,0.7608,120,1.9517699999999998e-9,0.6087,0.06765,5,152.1,0.00394373571428571,4.15e-4,1.6366503214285708e-6,1
DTXSID4022573,Allopurinol,0.891,0,0.07110566,1.09,0.9678,5,136.1,0.8729842857142855,1.2e-6,1.0475811428571426e-6,6
DTXSID4022577,Alprazolam,0.9016,0.407,0.026605304,0.78,0.3197,5,308.8,0.5408411428571428,1.29e-6,6.976850742857141e-7,6
DTXSID4022579,Hexamethylmelamine,0.8719,0,0.17355445,0.7663,0.1328,5,210.3,0.45935528571428585,3.63e-6,1.6674596871428575e-6,6
DTXSID4022600,Amphetamine,0.869,0.5634,0.09678483,0.9743,0.328,5,135.2,0.4428765714285712,3.11e-6,1.3773461371428564e-6,5
DTXSID4022602,Ampicillin,0.6695,0,0.01348252099999999,0.9305,0.7944,5,349.4,0.6693505714285711,1.2e-6,8.032206857142853e-7,5
DTXSID4022731,Carbamazepine,0.9673,2.732,0.01312278299999999,1.06,0.3142,5,236.3,0.1779001428571428,1.2e-6,2.1348017142857137e-7,2
DTXSID4022735,Carbidopa,0.8719,0,0.00339110469999999,0.7204,0.708,5,226.2,0.8724857142857143,7.26e-7,6.334246285714286e-7,6
DTXSID4022783,Cephalothin,0.8719,0,0.02867571099999999,0.619,0.22,5,396.4,0.87208,1.2e-6,1.046496e-6,6
DTXSID4022810,Chlorprothixene,0.8698,89.63,0.08652847,0.81,0.00145,5,315.9,0.00361931142857142,1.2e-6,4.343173714285713e-9,1
DTXSID4022812,Chlorthalidone,0.656,6.592,1.0872507e-6,0.73,0.2383,5,338.8,0.05595040000000001,1.2e-6,6.714048000000001e-8,1
DTXSID4022864,Cyclizine,0.8689,9.825,0.0681206,0.7048,0.01899,5,266.4,0.03763851428571428,5.54e-7,2.085173691428571e-8,1
DTXSID4022949,Diphenhydramine,0.8465,8.503,0.00474548,0.65,0.196,5,255.4,0.05706365714285714,2.61e-6,1.4893614514285716e-7,1
DTXSID4022991,Erythromycin,0.455,5.41,0.00448524399999999,0.7804,0.1057,5,733.9,0.04613085714285712,1.2e-6,5.5357028571428556e-8,1
DTXSID4023129,Hydralazine,0.966,6.619,0.0020275446,0.6436,0.1193,5,160.2,0.08307514285714288,1.2e-6,9.969017142857145e-8,1
DTXSID4023171,Isocarboxazid,0.8437,6.782,1.1511615999999998e-4,0.7229,0.2731,5,231.3,0.06965434285714286,1.2e-6,8.358521142857145e-8,1
DTXSID4023177,13-cis Retinoic acid,0.8694,447.5,0.06019870999999999,0.7995,3.485e-4,5,300.4,5.699017142857142e-4,3.15e-8,1.7951903999999994e-11,1
DTXSID4023202,"4,4'-(1H-1,2,4-Triazol-1-ylmethylene)dibenzonitrile",1,0,0.14068052,0.92,0.2107,5,285.3,0.6981698571428568,2.55e-6,1.780333135714285e-6,6
DTXSID4023418,Papaverine,0.54,45.74,3.7891127e-4,0.6518,0.05003,5,339.4,0.00730679714285714,1.2e-6,8.768156571428568e-9,1
DTXSID4023541,Pyridoxine,0.8719,0,0.012805142,0.8856,0.891,5,169.2,0.8725885714285714,5.66e-7,4.938851314285714e-7,6
DTXSID4023549,Quinidine,0.88,10.36,0.009927238,0.9,0.09805,5,324.4,0.05005028571428569,1.2e-6,6.006034285714283e-8,1
DTXSID4023624,Sulindac,0.9691,7.36,0.01778024199999999,0.6038,0.04107,5,356.4,0.07616777142857138,1.2e-6,9.140132571428565e-8,1
DTXSID4023628,Sumatriptan,0.4161,2.564,8.978142e-4,1.03,0.8297,5,295.4,0.07790120000000002,1.2e-6,9.348144000000002e-8,2
DTXSID40236689,Vismodegib,0.8707,7.191,0.08446189,0.5681,0.009877,5,421.3,0.06963487142857143,1.2e-6,8.356184571428573e-8,1
DTXSID4024018,Dicamba,0.8699,0.6779,0.036666487,0.6845,0.1802,5,221,0.41453285714285737,5.44e-7,2.255058742857144e-7,5
DTXSID4024062,"3,4-Dimethylphenol",0.8032,24.96,9.586635e-5,0.7296,0.1903,5,122.2,0.01939488571428571,3.73e-5,7.23429237142857e-7,1
DTXSID4024066,"1,2-Dinitrobenzene",0.8445,26.56,5.464956e-6,0.6041,0.06781,5,168.1,0.01942755714285715,2.25e-5,4.3712003571428595e-7,1
DTXSID4024143,"1,6-Diisocyanatohexane",0.8719,0,0.04351299,0.7328,0.4346,5,168.2,0.8722371428571428,8.91e-4,7.771632942857143e-4,6
